الكلية, الحد الأدنى
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,405.503226
طب بيطري الوادي الجديد,405.421667
طب بيطري العريش,405.421667
ألسن الفيوم,405.08
إعلام عين شمس,403.85
علوم البترول والتعدين مطروح,403.85
الملاحة وتكنولوجيا الفضاء بني سويف,403.85
إعلام المنوفية,403.85
ألسن عين شمس,403.85
علوم القاهرة,403.85
علوم دمنهور,403.85
ألسن بني سويف,403.742105
تمريض القاهرة,403.713333
ألسن أسوان,403.453226
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,403.08125
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,402.961667
إعلام جنوب الوادي,402.938889
علوم بنات عين شمس,401.8
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,401.8
علوم سوهاج,401.8
فنون جميلة (عمارة) أسيوط,401.8
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,401.671875
ألسن جنوب الوادي فرع الغردقة,401.469355
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,401.458333
علوم البترول والتعدين مطروح - علوم,401.2875
إعلام وتكنولوجيا اتصال السويس,401.2875
ألسن الأقصر,400.911667
المعهد العالى للهندسة والتكنولوجيا بطنطا,400.775
علوم كفر الشيخ,400.023333
الاعاقة والتأهيل الزقازيق,399.75
دار العلوم القاهرة,399.75
تمريض دمياط,399.75
ألسن المنيا,399.545
التكنولوجيا والتعليم الصناعي حلوان,398.793333
ألسن سوهاج,397.7
المعهد العالي للهندسة بمدينة 15 مايو,397.7
علوم الإسكندرية,397.592102
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,397.586111
علوم عين شمس,395.513333
فنون تطبيقية طنطا,393.6
علوم حلوان,393.269355
تمريض طنطا,391.55
فنون تطبيقية حلوان,391.29375
تمريض عين شمس,390.866667
علوم طنطا,390.638889
تمريض المنصورة,390.046667
علوم بنها,389.5
علوم المنصورة,387.45
علوم الزقازيق,386.835
معهد فني صحى الزقازيق,386.22
مصر العالي هندسة وتكنولوجيا منصورة,386.193548
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,385.4
تمريض حلوان,385.195
علوم المنوفية بشبين الكوم,383.35
آثار القاهرة,383.35
علوم الفيوم,383.085484
معهد عالي فنون تطبيقيه 6 اكتوبر,382.598333
علوم بور سعيد,382.598333
تربية عين شمس,380.005263
أقتصاد منزلى بنات عين شمس,379.25
تمريض الزقازيق,377.131667
المعهد الكندى العالى للهندسة 6 اكتوبر,376.65332
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,376.175
تربية نوعية فنية سوهاج,375.765
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,373.168333
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,372.348333
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,372.143333
علوم دمياط,371.87
علوم بني سويف,371.05
تمريض قناة السويس بالإسماعيلية,370.776667
تمريض المنوفية بشبين الكوم,370.28125
علوم أسوان,370.078947
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,369.615
علوم أسيوط,369.615
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,368.726667
علوم قناة السويس بالإسماعيلية,368.043335
علوم الارض بني سويف,367.428333
علوم السويس,367.291667
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,366.95
كلية تكنولوجيا العلوم الصحية ج أسيوط التكنولوجية,366.676667
تربية (طفولة) كفر الشيخ,366.266667
تكنولوجيا الادارة ونظم المعلومات بور سعيد,365.31
علوم المنيا,364.651515
تربية بنها,362.85
علوم العريش,362.320968
تربية الزقازيق,360.936667
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,360.116667
فنون جميلة (فنون) المنصورة,359.397368
تربية الإسكندرية,357.52
الاعاقة والتأهيل بني سويف,356.7
الكلية المصرية الكورية لتكنولوجيا الصناعة و الطاقة ج بنى سويف التكنولوجية,356.016667
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,355.401667
تمريض كفر الشيخ,355.06
دار العلوم الفيوم,354.855011
آثار عين شمس,352.6
تمريض دمنهور,352.258333
تمريض بنها,351.233333
تمريض الإسكندرية,350.686667
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,350.483871
تمريض الفيوم,344.878333
معهد المنصورة العالى للهندسة والتكنولوجيا,344.848438
تمريض أسوان,344.263333
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,344.195
التكنولوجيا والتعليم الصناعي السويس,343.033333
علوم الوادي الجديد,341.598333
تمريض مطروح,340.71
معهد فني صحى طنطا,339.821667
تربية بنات عين شمس,338.045
تربية العريش,336.951667
كلية تكنولوجيا الصناعة و الطاقة بالقاهرة جامعة مصر الدولية التكنولوجية,329.5375
تمريض بني سويف,314.743333
علوم جنوب الوادي,309.657895
تمريض المنيا,309.208333
تمريض أسيوط,301.76
